customer_id,week_number,risk_score_at_trigger,intervention_type,channel,status,outcome,top_signal
CUS-10006,38,0.5334,SMS_OUTREACH,EMAIL,IGNORED,NO_ACTION,failed_autodebit_count
CUS-10006,39,0.5611,FINANCIAL_COUNSELING,EMAIL,DELIVERED,RECOVERED,savings_wow_delta_pct
CUS-10006,41,0.4676,SMS_OUTREACH,CALL,ACTED_UPON,PENDING,utility_payment_delay_days
CUS-10006,45,0.532,MONITOR_ONLY,CALL,IGNORED,NO_ACTION,credit_utilization
CUS-10006,52,0.5585,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,gambling_spend_7d
CUS-10009,4,0.4178,SMS_OUTREACH,SMS,DELIVERED,NO_ACTION,salary_delay_days
CUS-10009,9,0.4971,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,utility_payment_delay_days
CUS-10009,11,0.4695,MONITOR_ONLY,CALL,SENT,NO_ACTION,atm_withdrawal_count_7d
CUS-10009,12,0.6051,RESTRUCTURING_OFFER,CALL,SENT,PENDING,atm_withdrawal_count_7d
CUS-10009,16,0.4883,MONITOR_ONLY,CALL,IGNORED,PENDING,failed_autodebit_count
CUS-10009,24,0.4585,SMS_OUTREACH,APP,SENT,RECOVERED,salary_delay_days
CUS-10009,25,0.4989,SMS_OUTREACH,APP,DELIVERED,PENDING,savings_wow_delta_pct
CUS-10009,29,0.5833,FINANCIAL_COUNSELING,EMAIL,DELIVERED,PENDING,credit_utilization
CUS-10009,30,0.6004,SMS_OUTREACH,SMS,DELIVERED,PENDING,utility_payment_delay_days
CUS-10009,31,0.5424,MONITOR_ONLY,SMS,SENT,RECOVERED,credit_utilization
CUS-10009,35,0.5185,SMS_OUTREACH,EMAIL,ACTED_UPON,PENDING,savings_wow_delta_pct
CUS-10009,36,0.4007,SMS_OUTREACH,APP,IGNORED,NO_ACTION,credit_utilization
CUS-10009,39,0.6074,RESTRUCTURING_OFFER,EMAIL,OPENED,PENDING,utility_payment_delay_days
CUS-10009,40,0.6591,FINANCIAL_COUNSELING,EMAIL,DELIVERED,PENDING,credit_utilization
CUS-10009,43,0.5981,RESTRUCTURING_OFFER,EMAIL,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10009,46,0.5904,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10009,48,0.5406,SMS_OUTREACH,SMS,DELIVERED,NO_ACTION,savings_wow_delta_pct
CUS-10009,50,0.5866,FINANCIAL_COUNSELING,APP,OPENED,PENDING,lending_upi_count_7d
CUS-10009,51,0.7341,PAYMENT_HOLIDAY,SMS,ACTED_UPON,RECOVERED,savings_wow_delta_pct
CUS-10012,3,0.4858,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,atm_withdrawal_count_7d
CUS-10012,6,0.4093,SMS_OUTREACH,APP,OPENED,NO_ACTION,savings_wow_delta_pct
CUS-10012,7,0.4836,SMS_OUTREACH,SMS,DELIVERED,NO_ACTION,lending_upi_count_7d
CUS-10012,8,0.5246,MONITOR_ONLY,CALL,SENT,RECOVERED,salary_delay_days
CUS-10012,10,0.4823,MONITOR_ONLY,APP,OPENED,PENDING,atm_withdrawal_count_7d
CUS-10012,14,0.4001,SMS_OUTREACH,APP,ACTED_UPON,RECOVERED,salary_delay_days
CUS-10012,23,0.4218,MONITOR_ONLY,SMS,DELIVERED,RECOVERED,failed_autodebit_count
CUS-10012,24,0.4528,SMS_OUTREACH,CALL,IGNORED,PENDING,utility_payment_delay_days
CUS-10012,26,0.4759,MONITOR_ONLY,CALL,DELIVERED,RECOVERED,lending_upi_count_7d
CUS-10012,27,0.511,MONITOR_ONLY,EMAIL,OPENED,RECOVERED,failed_autodebit_count
CUS-10012,32,0.53,SMS_OUTREACH,APP,OPENED,RECOVERED,salary_delay_days
CUS-10012,34,0.5925,RESTRUCTURING_OFFER,EMAIL,ACTED_UPON,RECOVERED,salary_delay_days
CUS-10012,35,0.5149,MONITOR_ONLY,SMS,SENT,PENDING,lending_upi_count_7d
CUS-10012,36,0.5216,MONITOR_ONLY,CALL,ACTED_UPON,RECOVERED,savings_wow_delta_pct
CUS-10012,39,0.4865,MONITOR_ONLY,APP,SENT,RECOVERED,failed_autodebit_count
CUS-10012,40,0.639,SMS_OUTREACH,SMS,IGNORED,NO_ACTION,salary_delay_days
CUS-10012,41,0.4572,MONITOR_ONLY,EMAIL,OPENED,RECOVERED,atm_withdrawal_count_7d
CUS-10012,42,0.4602,SMS_OUTREACH,EMAIL,OPENED,NO_ACTION,utility_payment_delay_days
CUS-10012,43,0.4856,SMS_OUTREACH,CALL,OPENED,RECOVERED,credit_utilization
CUS-10012,44,0.4034,SMS_OUTREACH,EMAIL,IGNORED,PENDING,credit_utilization
CUS-10012,51,0.5312,MONITOR_ONLY,EMAIL,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10013,4,0.4279,MONITOR_ONLY,APP,ACTED_UPON,RECOVERED,credit_utilization
CUS-10013,14,0.4363,SMS_OUTREACH,EMAIL,SENT,RECOVERED,savings_wow_delta_pct
CUS-10013,18,0.4525,MONITOR_ONLY,EMAIL,OPENED,RECOVERED,credit_utilization
CUS-10013,20,0.4042,SMS_OUTREACH,APP,SENT,PENDING,gambling_spend_7d
CUS-10013,23,0.4371,SMS_OUTREACH,EMAIL,DELIVERED,RECOVERED,gambling_spend_7d
CUS-10013,24,0.4624,MONITOR_ONLY,SMS,DELIVERED,PENDING,salary_delay_days
CUS-10013,26,0.4893,MONITOR_ONLY,CALL,SENT,PENDING,atm_withdrawal_count_7d
CUS-10013,27,0.4948,MONITOR_ONLY,EMAIL,IGNORED,NO_ACTION,gambling_spend_7d
CUS-10013,28,0.4297,MONITOR_ONLY,EMAIL,SENT,NO_ACTION,failed_autodebit_count
CUS-10013,29,0.4632,MONITOR_ONLY,APP,DELIVERED,PENDING,failed_autodebit_count
CUS-10013,31,0.4439,SMS_OUTREACH,CALL,SENT,PENDING,savings_wow_delta_pct
CUS-10013,34,0.5416,MONITOR_ONLY,CALL,SENT,PENDING,credit_utilization
CUS-10013,39,0.4981,SMS_OUTREACH,CALL,SENT,PENDING,gambling_spend_7d
CUS-10013,40,0.4289,MONITOR_ONLY,EMAIL,ACTED_UPON,RECOVERED,credit_utilization
CUS-10013,42,0.5525,RESTRUCTURING_OFFER,APP,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10013,43,0.4201,SMS_OUTREACH,APP,DELIVERED,PENDING,savings_wow_delta_pct
CUS-10013,44,0.4426,MONITOR_ONLY,SMS,IGNORED,NO_ACTION,gambling_spend_7d
CUS-10013,49,0.428,MONITOR_ONLY,SMS,ACTED_UPON,RECOVERED,savings_wow_delta_pct
CUS-10013,50,0.6383,SMS_OUTREACH,EMAIL,ACTED_UPON,RECOVERED,salary_delay_days
CUS-10014,1,0.4114,MONITOR_ONLY,APP,OPENED,RECOVERED,atm_withdrawal_count_7d
CUS-10014,2,0.4206,MONITOR_ONLY,CALL,DELIVERED,RECOVERED,savings_wow_delta_pct
CUS-10014,11,0.4909,SMS_OUTREACH,CALL,SENT,RECOVERED,salary_delay_days
CUS-10014,13,0.5065,SMS_OUTREACH,CALL,DELIVERED,PENDING,failed_autodebit_count
CUS-10014,15,0.4134,MONITOR_ONLY,EMAIL,DELIVERED,NO_ACTION,lending_upi_count_7d
CUS-10014,19,0.5011,SMS_OUTREACH,EMAIL,OPENED,NO_ACTION,credit_utilization
CUS-10014,20,0.4736,MONITOR_ONLY,SMS,DELIVERED,RECOVERED,gambling_spend_7d
CUS-10014,22,0.485,MONITOR_ONLY,SMS,SENT,PENDING,atm_withdrawal_count_7d
CUS-10014,25,0.4087,MONITOR_ONLY,APP,DELIVERED,NO_ACTION,utility_payment_delay_days
CUS-10014,26,0.4841,MONITOR_ONLY,EMAIL,OPENED,PENDING,atm_withdrawal_count_7d
CUS-10014,31,0.5908,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,utility_payment_delay_days
CUS-10014,41,0.5382,MONITOR_ONLY,CALL,DELIVERED,NO_ACTION,utility_payment_delay_days
CUS-10014,43,0.4543,SMS_OUTREACH,SMS,OPENED,RECOVERED,utility_payment_delay_days
CUS-10014,45,0.5181,MONITOR_ONLY,CALL,OPENED,NO_ACTION,failed_autodebit_count
CUS-10014,47,0.5435,MONITOR_ONLY,APP,DELIVERED,NO_ACTION,utility_payment_delay_days
CUS-10014,48,0.4954,MONITOR_ONLY,EMAIL,OPENED,RECOVERED,savings_wow_delta_pct
CUS-10014,51,0.4423,MONITOR_ONLY,SMS,OPENED,RECOVERED,utility_payment_delay_days
CUS-10014,52,0.5237,MONITOR_ONLY,APP,ACTED_UPON,RECOVERED,salary_delay_days
CUS-10017,14,0.4729,MONITOR_ONLY,EMAIL,OPENED,PENDING,failed_autodebit_count
CUS-10017,15,0.4657,SMS_OUTREACH,CALL,IGNORED,PENDING,lending_upi_count_7d
CUS-10017,24,0.4406,SMS_OUTREACH,APP,OPENED,RECOVERED,lending_upi_count_7d
CUS-10017,31,0.4573,MONITOR_ONLY,SMS,IGNORED,PENDING,salary_delay_days
CUS-10017,35,0.4082,SMS_OUTREACH,CALL,SENT,RECOVERED,utility_payment_delay_days
CUS-10017,37,0.429,MONITOR_ONLY,APP,OPENED,PENDING,salary_delay_days
CUS-10017,39,0.4859,MONITOR_ONLY,SMS,OPENED,PENDING,failed_autodebit_count
CUS-10017,40,0.4938,SMS_OUTREACH,APP,ACTED_UPON,PENDING,salary_delay_days
CUS-10017,45,0.4248,SMS_OUTREACH,SMS,OPENED,RECOVERED,atm_withdrawal_count_7d
CUS-10017,47,0.4666,SMS_OUTREACH,APP,ACTED_UPON,PENDING,lending_upi_count_7d
CUS-10017,52,0.4389,SMS_OUTREACH,EMAIL,DELIVERED,RECOVERED,failed_autodebit_count
CUS-10021,3,0.5187,SMS_OUTREACH,EMAIL,SENT,RECOVERED,atm_withdrawal_count_7d
CUS-10021,6,0.4505,MONITOR_ONLY,SMS,SENT,PENDING,atm_withdrawal_count_7d
CUS-10021,7,0.4156,SMS_OUTREACH,APP,OPENED,RECOVERED,failed_autodebit_count
CUS-10021,8,0.5432,MONITOR_ONLY,CALL,ACTED_UPON,RECOVERED,credit_utilization
CUS-10021,19,0.4675,SMS_OUTREACH,SMS,OPENED,RECOVERED,savings_wow_delta_pct
CUS-10021,21,0.5286,MONITOR_ONLY,EMAIL,DELIVERED,NO_ACTION,failed_autodebit_count
CUS-10021,26,0.4163,SMS_OUTREACH,CALL,DELIVERED,NO_ACTION,utility_payment_delay_days
CUS-10021,31,0.5006,MONITOR_ONLY,EMAIL,DELIVERED,PENDING,atm_withdrawal_count_7d
CUS-10021,33,0.6484,FINANCIAL_COUNSELING,APP,OPENED,RECOVERED,salary_delay_days
CUS-10021,35,0.5031,MONITOR_ONLY,EMAIL,SENT,NO_ACTION,gambling_spend_7d
CUS-10021,36,0.5731,SMS_OUTREACH,SMS,IGNORED,NO_ACTION,credit_utilization
CUS-10021,37,0.4453,MONITOR_ONLY,APP,DELIVERED,NO_ACTION,savings_wow_delta_pct
CUS-10021,38,0.6037,FINANCIAL_COUNSELING,SMS,OPENED,RECOVERED,savings_wow_delta_pct
CUS-10021,40,0.5888,RESTRUCTURING_OFFER,EMAIL,ACTED_UPON,RECOVERED,atm_withdrawal_count_7d
CUS-10021,41,0.5031,SMS_OUTREACH,SMS,DELIVERED,PENDING,atm_withdrawal_count_7d
CUS-10021,44,0.5084,MONITOR_ONLY,CALL,IGNORED,PENDING,utility_payment_delay_days
CUS-10021,47,0.4113,MONITOR_ONLY,APP,SENT,PENDING,failed_autodebit_count
CUS-10021,50,0.5813,SMS_OUTREACH,EMAIL,OPENED,PENDING,atm_withdrawal_count_7d
CUS-10021,51,0.6785,FINANCIAL_COUNSELING,SMS,IGNORED,NO_ACTION,failed_autodebit_count
CUS-10021,52,0.4954,MONITOR_ONLY,EMAIL,OPENED,RECOVERED,savings_wow_delta_pct
CUS-10024,7,0.4538,MONITOR_ONLY,EMAIL,SENT,NO_ACTION,atm_withdrawal_count_7d
CUS-10024,12,0.577,FINANCIAL_COUNSELING,CALL,OPENED,PENDING,failed_autodebit_count
CUS-10024,14,0.4608,MONITOR_ONLY,SMS,OPENED,NO_ACTION,gambling_spend_7d
CUS-10024,15,0.4315,SMS_OUTREACH,EMAIL,SENT,NO_ACTION,failed_autodebit_count
CUS-10024,16,0.5198,SMS_OUTREACH,SMS,DELIVERED,RECOVERED,atm_withdrawal_count_7d
CUS-10024,18,0.417,SMS_OUTREACH,APP,OPENED,PENDING,utility_payment_delay_days
CUS-10024,21,0.5453,MONITOR_ONLY,SMS,OPENED,PENDING,credit_utilization
CUS-10024,25,0.4566,SMS_OUTREACH,SMS,DELIVERED,NO_ACTION,savings_wow_delta_pct
CUS-10024,26,0.4535,SMS_OUTREACH,EMAIL,IGNORED,NO_ACTION,credit_utilization
CUS-10024,27,0.5742,RESTRUCTURING_OFFER,EMAIL,ACTED_UPON,RECOVERED,atm_withdrawal_count_7d
CUS-10024,31,0.5376,MONITOR_ONLY,SMS,IGNORED,NO_ACTION,lending_upi_count_7d
CUS-10024,36,0.4635,MONITOR_ONLY,CALL,ACTED_UPON,RECOVERED,credit_utilization
CUS-10024,39,0.4826,MONITOR_ONLY,SMS,OPENED,NO_ACTION,lending_upi_count_7d
CUS-10024,40,0.4556,SMS_OUTREACH,SMS,IGNORED,NO_ACTION,savings_wow_delta_pct
CUS-10024,42,0.5017,MONITOR_ONLY,SMS,ACTED_UPON,PENDING,atm_withdrawal_count_7d
CUS-10024,44,0.5508,SMS_OUTREACH,SMS,OPENED,RECOVERED,utility_payment_delay_days
CUS-10024,46,0.5821,RESTRUCTURING_OFFER,SMS,OPENED,NO_ACTION,savings_wow_delta_pct
CUS-10024,48,0.4536,SMS_OUTREACH,SMS,SENT,RECOVERED,atm_withdrawal_count_7d
CUS-10024,50,0.5285,MONITOR_ONLY,SMS,ACTED_UPON,RECOVERED,credit_utilization
CUS-10024,51,0.5368,MONITOR_ONLY,CALL,SENT,PENDING,failed_autodebit_count
CUS-10024,52,0.6882,FINANCIAL_COUNSELING,EMAIL,ACTED_UPON,RECOVERED,atm_withdrawal_count_7d
CUS-10034,2,0.4557,MONITOR_ONLY,EMAIL,ACTED_UPON,PENDING,atm_withdrawal_count_7d
CUS-10034,8,0.4487,SMS_OUTREACH,CALL,IGNORED,PENDING,atm_withdrawal_count_7d
CUS-10034,13,0.4527,MONITOR_ONLY,EMAIL,IGNORED,PENDING,utility_payment_delay_days
CUS-10034,23,0.4599,SMS_OUTREACH,EMAIL,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10034,25,0.4596,MONITOR_ONLY,SMS,IGNORED,NO_ACTION,utility_payment_delay_days
CUS-10034,26,0.4197,MONITOR_ONLY,CALL,SENT,RECOVERED,gambling_spend_7d
CUS-10034,29,0.4139,MONITOR_ONLY,EMAIL,IGNORED,NO_ACTION,failed_autodebit_count
CUS-10034,34,0.5254,MONITOR_ONLY,CALL,DELIVERED,NO_ACTION,atm_withdrawal_count_7d
CUS-10034,35,0.4611,SMS_OUTREACH,EMAIL,SENT,NO_ACTION,savings_wow_delta_pct
CUS-10034,39,0.5994,SMS_OUTREACH,CALL,IGNORED,NO_ACTION,savings_wow_delta_pct
CUS-10034,41,0.4742,MONITOR_ONLY,EMAIL,ACTED_UPON,PENDING,savings_wow_delta_pct
CUS-10034,43,0.4039,MONITOR_ONLY,SMS,ACTED_UPON,PENDING,salary_delay_days
CUS-10034,46,0.5951,SMS_OUTREACH,APP,DELIVERED,NO_ACTION,atm_withdrawal_count_7d
CUS-10034,47,0.5194,SMS_OUTREACH,APP,IGNORED,NO_ACTION,failed_autodebit_count
CUS-10034,48,0.4369,SMS_OUTREACH,APP,DELIVERED,RECOVERED,utility_payment_delay_days
CUS-10034,50,0.6651,FINANCIAL_COUNSELING,CALL,DELIVERED,RECOVERED,savings_wow_delta_pct
CUS-10034,52,0.6272,FINANCIAL_COUNSELING,SMS,SENT,NO_ACTION,failed_autodebit_count
CUS-10039,2,0.4641,MONITOR_ONLY,APP,OPENED,PENDING,savings_wow_delta_pct
CUS-10039,16,0.4138,MONITOR_ONLY,APP,DELIVERED,PENDING,failed_autodebit_count
CUS-10039,20,0.4121,SMS_OUTREACH,EMAIL,DELIVERED,NO_ACTION,lending_upi_count_7d
CUS-10039,21,0.5955,FINANCIAL_COUNSELING,SMS,DELIVERED,PENDING,credit_utilization
CUS-10039,27,0.4738,SMS_OUTREACH,EMAIL,DELIVERED,PENDING,failed_autodebit_count
CUS-10039,28,0.4814,MONITOR_ONLY,APP,IGNORED,NO_ACTION,atm_withdrawal_count_7d
CUS-10039,30,0.5692,RESTRUCTURING_OFFER,SMS,OPENED,NO_ACTION,failed_autodebit_count
CUS-10039,32,0.4221,MONITOR_ONLY,EMAIL,OPENED,PENDING,atm_withdrawal_count_7d
CUS-10039,33,0.4437,SMS_OUTREACH,EMAIL,ACTED_UPON,PENDING,credit_utilization
CUS-10039,36,0.5272,SMS_OUTREACH,APP,ACTED_UPON,RECOVERED,failed_autodebit_count
CUS-10039,37,0.5131,MONITOR_ONLY,EMAIL,DELIVERED,PENDING,atm_withdrawal_count_7d
CUS-10039,38,0.5104,SMS_OUTREACH,CALL,DELIVERED,RECOVERED,atm_withdrawal_count_7d
CUS-10039,39,0.6379,FINANCIAL_COUNSELING,SMS,SENT,NO_ACTION,lending_upi_count_7d
CUS-10039,40,0.6827,FINANCIAL_COUNSELING,SMS,IGNORED,PENDING,lending_upi_count_7d
CUS-10039,42,0.7041,RM_CALL,SMS,IGNORED,NO_ACTION,failed_autodebit_count
CUS-10039,43,0.4682,SMS_OUTREACH,APP,OPENED,NO_ACTION,salary_delay_days
CUS-10039,52,0.5733,SMS_OUTREACH,APP,OPENED,NO_ACTION,lending_upi_count_7d
CUS-10044,1,0.4067,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10044,6,0.4071,SMS_OUTREACH,EMAIL,SENT,RECOVERED,credit_utilization
CUS-10044,13,0.441,SMS_OUTREACH,APP,DELIVERED,NO_ACTION,atm_withdrawal_count_7d
CUS-10044,18,0.4181,MONITOR_ONLY,SMS,DELIVERED,NO_ACTION,atm_withdrawal_count_7d
CUS-10044,19,0.4807,MONITOR_ONLY,SMS,DELIVERED,NO_ACTION,salary_delay_days
CUS-10044,22,0.429,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10044,24,0.4658,SMS_OUTREACH,CALL,IGNORED,NO_ACTION,credit_utilization
CUS-10044,32,0.473,SMS_OUTREACH,APP,OPENED,NO_ACTION,salary_delay_days
CUS-10044,33,0.5123,MONITOR_ONLY,EMAIL,DELIVERED,NO_ACTION,lending_upi_count_7d
CUS-10044,37,0.4028,SMS_OUTREACH,SMS,DELIVERED,RECOVERED,gambling_spend_7d
CUS-10044,43,0.5411,MONITOR_ONLY,EMAIL,SENT,RECOVERED,credit_utilization
CUS-10044,44,0.4387,MONITOR_ONLY,APP,ACTED_UPON,PENDING,utility_payment_delay_days
CUS-10044,45,0.4535,MONITOR_ONLY,EMAIL,IGNORED,PENDING,lending_upi_count_7d
CUS-10044,51,0.5999,RESTRUCTURING_OFFER,APP,OPENED,NO_ACTION,salary_delay_days
CUS-10044,52,0.4562,SMS_OUTREACH,SMS,SENT,NO_ACTION,credit_utilization
CUS-10049,9,0.5522,SMS_OUTREACH,CALL,IGNORED,NO_ACTION,utility_payment_delay_days
CUS-10049,12,0.4153,SMS_OUTREACH,APP,ACTED_UPON,RECOVERED,atm_withdrawal_count_7d
CUS-10049,14,0.4317,SMS_OUTREACH,CALL,ACTED_UPON,PENDING,failed_autodebit_count
CUS-10049,24,0.4224,MONITOR_ONLY,CALL,ACTED_UPON,PENDING,lending_upi_count_7d
CUS-10049,25,0.4645,SMS_OUTREACH,CALL,DELIVERED,RECOVERED,credit_utilization
CUS-10049,26,0.4147,MONITOR_ONLY,APP,OPENED,PENDING,utility_payment_delay_days
CUS-10049,28,0.4229,SMS_OUTREACH,EMAIL,OPENED,RECOVERED,lending_upi_count_7d
CUS-10049,33,0.5587,SMS_OUTREACH,CALL,DELIVERED,RECOVERED,salary_delay_days
CUS-10049,37,0.4767,SMS_OUTREACH,APP,OPENED,PENDING,atm_withdrawal_count_7d
CUS-10049,48,0.4432,MONITOR_ONLY,CALL,SENT,PENDING,salary_delay_days
CUS-10049,49,0.4246,SMS_OUTREACH,EMAIL,SENT,RECOVERED,atm_withdrawal_count_7d
CUS-10049,52,0.5537,RESTRUCTURING_OFFER,CALL,SENT,PENDING,gambling_spend_7d
CUS-10051,4,0.4473,SMS_OUTREACH,EMAIL,SENT,PENDING,lending_upi_count_7d
CUS-10051,10,0.4753,MONITOR_ONLY,EMAIL,SENT,NO_ACTION,utility_payment_delay_days
CUS-10051,20,0.4367,SMS_OUTREACH,APP,IGNORED,NO_ACTION,utility_payment_delay_days
CUS-10051,25,0.4202,MONITOR_ONLY,SMS,OPENED,RECOVERED,gambling_spend_7d
CUS-10051,27,0.5401,SMS_OUTREACH,SMS,SENT,RECOVERED,utility_payment_delay_days
CUS-10051,29,0.4245,SMS_OUTREACH,CALL,OPENED,PENDING,lending_upi_count_7d
CUS-10051,30,0.5339,MONITOR_ONLY,APP,SENT,PENDING,atm_withdrawal_count_7d
CUS-10051,31,0.4578,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,atm_withdrawal_count_7d
CUS-10051,33,0.5839,SMS_OUTREACH,APP,OPENED,NO_ACTION,salary_delay_days
CUS-10051,37,0.4386,SMS_OUTREACH,EMAIL,IGNORED,NO_ACTION,credit_utilization
CUS-10051,39,0.4793,SMS_OUTREACH,EMAIL,DELIVERED,NO_ACTION,utility_payment_delay_days
CUS-10051,43,0.4596,MONITOR_ONLY,SMS,ACTED_UPON,PENDING,failed_autodebit_count
CUS-10051,44,0.4636,SMS_OUTREACH,SMS,DELIVERED,PENDING,lending_upi_count_7d
CUS-10051,45,0.4656,SMS_OUTREACH,CALL,ACTED_UPON,PENDING,failed_autodebit_count
CUS-10051,47,0.4943,SMS_OUTREACH,APP,ACTED_UPON,RECOVERED,gambling_spend_7d
CUS-10051,50,0.5678,SMS_OUTREACH,CALL,ACTED_UPON,RECOVERED,atm_withdrawal_count_7d
CUS-10051,52,0.4398,MONITOR_ONLY,SMS,SENT,RECOVERED,failed_autodebit_count
CUS-10055,4,0.4079,SMS_OUTREACH,CALL,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10055,12,0.5156,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,lending_upi_count_7d
CUS-10055,17,0.4283,SMS_OUTREACH,SMS,IGNORED,NO_ACTION,utility_payment_delay_days
CUS-10055,18,0.4824,MONITOR_ONLY,CALL,ACTED_UPON,PENDING,salary_delay_days
CUS-10055,21,0.4466,MONITOR_ONLY,CALL,OPENED,NO_ACTION,savings_wow_delta_pct
CUS-10055,22,0.5793,RESTRUCTURING_OFFER,CALL,SENT,NO_ACTION,atm_withdrawal_count_7d
CUS-10055,27,0.5013,SMS_OUTREACH,CALL,SENT,NO_ACTION,gambling_spend_7d
CUS-10055,33,0.5069,SMS_OUTREACH,APP,OPENED,PENDING,atm_withdrawal_count_7d
CUS-10055,36,0.459,SMS_OUTREACH,SMS,ACTED_UPON,RECOVERED,gambling_spend_7d
CUS-10055,38,0.4094,MONITOR_ONLY,APP,ACTED_UPON,PENDING,savings_wow_delta_pct
CUS-10055,41,0.4345,MONITOR_ONLY,CALL,DELIVERED,PENDING,savings_wow_delta_pct
CUS-10055,42,0.4706,SMS_OUTREACH,SMS,DELIVERED,PENDING,utility_payment_delay_days
CUS-10055,44,0.5484,SMS_OUTREACH,SMS,DELIVERED,RECOVERED,failed_autodebit_count
CUS-10055,46,0.6013,FINANCIAL_COUNSELING,SMS,DELIVERED,RECOVERED,credit_utilization
CUS-10055,47,0.4634,SMS_OUTREACH,EMAIL,OPENED,NO_ACTION,lending_upi_count_7d
CUS-10055,48,0.5562,RESTRUCTURING_OFFER,EMAIL,ACTED_UPON,RECOVERED,savings_wow_delta_pct
CUS-10055,49,0.59,FINANCIAL_COUNSELING,SMS,OPENED,NO_ACTION,gambling_spend_7d
CUS-10055,51,0.4911,SMS_OUTREACH,SMS,SENT,PENDING,savings_wow_delta_pct
CUS-10061,2,0.4437,MONITOR_ONLY,APP,IGNORED,PENDING,credit_utilization
CUS-10061,11,0.4202,MONITOR_ONLY,CALL,SENT,PENDING,lending_upi_count_7d
CUS-10061,17,0.4849,MONITOR_ONLY,APP,IGNORED,NO_ACTION,salary_delay_days
CUS-10061,18,0.4181,SMS_OUTREACH,APP,ACTED_UPON,RECOVERED,gambling_spend_7d
CUS-10061,20,0.559,SMS_OUTREACH,CALL,OPENED,NO_ACTION,savings_wow_delta_pct
