customer_id,age,city,occupation,monthly_salary,credit_score
SYN-1228,51,Bangalore,Business,55191,789
SYN-1229,25,Delhi,Salaried,129179,835
SYN-1230,44,Mumbai,Business,28648,685
SYN-1231,55,Mumbai,Business,121622,684
SYN-1232,58,Pune,Business,53402,669
SYN-1233,51,Mumbai,Business,184929,663
SYN-1234,62,Mumbai,Business,104217,759
SYN-1235,28,Delhi,Salaried,34754,705
SYN-1236,52,Mumbai,Salaried,86551,825
SYN-1237,29,Pune,Business,122258,826
SYN-1238,47,Chennai,Salaried,133759,600
SYN-1239,52,Chennai,Business,98332,566
SYN-1240,65,Bangalore,Salaried,141230,777
SYN-1241,36,Bangalore,Salaried,121294,828
SYN-1242,62,Bangalore,Salaried,129369,691
SYN-1243,33,Mumbai,Business,49031,658
SYN-1244,62,Chennai,Salaried,38258,720
SYN-1245,36,Delhi,Salaried,42985,833
SYN-1246,34,Chennai,Salaried,86079,718
SYN-1247,30,Chennai,Salaried,97685,624
SYN-1248,29,Chennai,Business,70743,606
SYN-1249,63,Mumbai,Salaried,28895,733
SYN-1250,36,Chennai,Business,29136,639
SYN-1251,37,Mumbai,Salaried,135352,819
SYN-1252,28,Mumbai,Business,142512,735
SYN-1253,53,Chennai,Salaried,143490,807
SYN-1254,35,Chennai,Salaried,197727,816
SYN-1255,40,Pune,Salaried,40945,795
SYN-1256,46,Pune,Salaried,153521,777
SYN-1257,25,Mumbai,Business,184461,625
SYN-1258,25,Delhi,Business,188661,849
SYN-1259,56,Bangalore,Business,181602,821
SYN-1260,39,Pune,Business,50999,608
SYN-1261,62,Chennai,Salaried,137740,781
SYN-1262,35,Pune,Business,143882,754
SYN-1263,47,Mumbai,Business,136873,710
SYN-1264,63,Bangalore,Business,65013,792
SYN-1265,25,Mumbai,Salaried,49439,771
SYN-1266,27,Bangalore,Salaried,170849,580
SYN-1267,58,Chennai,Business,57042,760
SYN-1268,43,Pune,Salaried,100400,709
SYN-1269,43,Mumbai,Salaried,65561,796
SYN-1270,35,Mumbai,Business,170821,738
SYN-1271,28,Bangalore,Salaried,137489,837
SYN-1272,60,Chennai,Salaried,184644,686
SYN-1273,22,Delhi,Business,105998,723
SYN-1274,43,Mumbai,Salaried,62552,839
SYN-1275,63,Pune,Salaried,62191,565
SYN-1276,26,Chennai,Salaried,123617,764
SYN-1277,50,Bangalore,Salaried,122007,709
SYN-1278,41,Chennai,Salaried,38791,629
SYN-1279,31,Chennai,Salaried,46386,689
SYN-1280,49,Pune,Business,184141,776
SYN-1281,47,Bangalore,Salaried,159308,608
SYN-1282,43,Pune,Salaried,99251,799
SYN-1283,54,Bangalore,Salaried,82807,752
SYN-1284,59,Mumbai,Salaried,78588,704
SYN-1285,34,Delhi,Business,100876,717
SYN-1286,28,Mumbai,Business,137893,639
SYN-1287,29,Pune,Salaried,156140,836
SYN-1288,63,Bangalore,Salaried,129089,571
SYN-1289,48,Mumbai,Business,45411,710
SYN-1290,57,Pune,Business,192809,763
SYN-1291,39,Mumbai,Business,30467,716
SYN-1292,31,Chennai,Business,119857,595
SYN-1293,48,Mumbai,Salaried,139209,755
SYN-1294,54,Mumbai,Business,106336,723
SYN-1295,35,Bangalore,Salaried,45022,811
SYN-1296,61,Mumbai,Salaried,116586,729
SYN-1297,62,Delhi,Salaried,51949,624
SYN-1298,37,Delhi,Salaried,182915,628
SYN-1299,62,Mumbai,Salaried,189613,802
SYN-1300,50,Chennai,Business,172978,715
SYN-1301,61,Bangalore,Salaried,140281,584
SYN-1302,51,Pune,Business,97004,578
SYN-1303,43,Chennai,Salaried,106371,786
SYN-1304,49,Mumbai,Salaried,121662,696
SYN-1305,25,Mumbai,Business,146297,847
SYN-1306,56,Mumbai,Business,174856,646
SYN-1307,41,Chennai,Business,156430,627
SYN-1308,24,Pune,Salaried,115030,593
SYN-1309,53,Delhi,Salaried,89944,774
SYN-1310,49,Chennai,Salaried,120393,740
SYN-1311,39,Pune,Business,113700,576
SYN-1312,61,Bangalore,Salaried,111426,598
SYN-1313,56,Pune,Business,91059,626
SYN-1314,42,Mumbai,Salaried,116703,708
SYN-1315,62,Pune,Salaried,180986,593
SYN-1316,40,Chennai,Business,193687,718
SYN-1317,29,Chennai,Salaried,194351,766
SYN-1318,53,Bangalore,Salaried,120052,708
SYN-1319,32,Delhi,Business,152473,648
SYN-1320,35,Delhi,Salaried,45228,701
SYN-1321,27,Chennai,Salaried,198520,722
SYN-1322,60,Delhi,Business,65436,633
SYN-1323,32,Chennai,Salaried,139733,572
SYN-1324,47,Bangalore,Salaried,141444,695
SYN-1325,49,Delhi,Salaried,106125,790
SYN-1326,33,Bangalore,Business,146026,694
SYN-1327,45,Chennai,Business,67482,652
SYN-1328,59,Delhi,Business,38678,796
SYN-1329,44,Chennai,Salaried,160242,613
SYN-1330,39,Mumbai,Salaried,96510,780
SYN-1331,53,Delhi,Business,49042,663
SYN-1332,49,Bangalore,Salaried,133762,577
SYN-1333,46,Chennai,Business,86807,747
SYN-1334,26,Bangalore,Salaried,32389,713
SYN-1335,27,Bangalore,Salaried,61070,569
SYN-1336,39,Pune,Salaried,147974,779
SYN-1337,60,Mumbai,Salaried,29981,681
SYN-1338,34,Delhi,Business,54146,697
SYN-1339,36,Bangalore,Salaried,37517,672
SYN-1340,47,Chennai,Business,41464,606
SYN-1341,52,Chennai,Salaried,190663,813
SYN-1342,57,Delhi,Salaried,101355,769
SYN-1343,21,Chennai,Business,88062,842
SYN-1344,47,Delhi,Salaried,162228,734
SYN-1345,25,Chennai,Salaried,127355,790
SYN-1346,23,Pune,Business,91492,558
SYN-1347,43,Mumbai,Business,88209,603
SYN-1348,58,Bangalore,Salaried,36622,730
SYN-1349,55,Bangalore,Salaried,146798,795
SYN-1350,61,Delhi,Salaried,41541,784
SYN-1351,23,Bangalore,Salaried,36483,652
SYN-1352,23,Bangalore,Business,160104,753
SYN-1353,55,Pune,Business,34599,647
SYN-1354,39,Bangalore,Salaried,196896,719
SYN-1355,38,Mumbai,Business,139544,754
SYN-1356,49,Pune,Business,73973,804
SYN-1357,65,Pune,Business,161125,686
SYN-1358,26,Pune,Salaried,137881,642
SYN-1359,55,Bangalore,Business,51895,590
SYN-1360,41,Bangalore,Business,141894,768
SYN-1361,31,Pune,Business,142212,571
SYN-1362,43,Chennai,Business,96973,579
SYN-1363,25,Pune,Business,159502,631
SYN-1364,22,Delhi,Business,34122,614
SYN-1365,25,Delhi,Business,119935,746
SYN-1366,57,Mumbai,Salaried,142944,739
SYN-1367,44,Pune,Salaried,175450,620
SYN-1368,54,Bangalore,Business,107414,692
SYN-1369,36,Mumbai,Salaried,73771,805
SYN-1370,54,Pune,Salaried,93623,683
SYN-1371,49,Delhi,Business,153765,652
SYN-1372,28,Delhi,Salaried,143500,638
SYN-1373,49,Mumbai,Business,116075,583
SYN-1374,56,Chennai,Business,103631,630
SYN-1375,65,Delhi,Business,158367,664
SYN-1376,28,Delhi,Salaried,87058,802
SYN-1377,22,Bangalore,Business,147527,832
SYN-1378,29,Chennai,Salaried,42235,708
SYN-1379,46,Pune,Business,132330,844
SYN-1380,25,Delhi,Business,193385,587
SYN-1381,49,Pune,Business,58642,832
SYN-1382,61,Chennai,Salaried,58825,771
SYN-1383,53,Mumbai,Salaried,160817,628
SYN-1384,40,Delhi,Salaried,109583,665
SYN-1385,43,Chennai,Business,45672,678
SYN-1386,33,Chennai,Business,57812,705
SYN-1387,60,Chennai,Salaried,156746,636
SYN-1388,58,Chennai,Salaried,69879,722
SYN-1389,57,Mumbai,Salaried,46292,573
SYN-1390,62,Chennai,Business,195689,657
SYN-1391,57,Pune,Salaried,155557,829
SYN-1392,39,Bangalore,Business,89193,757
SYN-1393,40,Pune,Salaried,40705,630
SYN-1394,49,Pune,Business,146750,654
SYN-1395,42,Chennai,Salaried,106941,713
SYN-1396,43,Pune,Salaried,122134,813
SYN-1397,56,Mumbai,Business,88370,788
SYN-1398,28,Bangalore,Business,89990,622
SYN-1399,27,Mumbai,Business,125702,764
SYN-1400,36,Delhi,Business,176437,710
SYN-1401,33,Delhi,Business,159932,789
SYN-1402,52,Bangalore,Business,31075,596
SYN-1403,46,Chennai,Business,88105,660
SYN-1404,58,Bangalore,Salaried,38248,694
SYN-1405,52,Chennai,Business,99907,824
SYN-1406,21,Mumbai,Business,60110,685
SYN-1407,44,Pune,Business,36860,755
SYN-1408,24,Chennai,Salaried,120033,833
SYN-1409,39,Mumbai,Business,157187,780
SYN-1410,56,Bangalore,Salaried,58728,599
SYN-1411,46,Bangalore,Business,171232,737
SYN-1412,30,Delhi,Business,156092,570
SYN-1413,23,Mumbai,Salaried,112304,792
SYN-1414,54,Pune,Salaried,183927,813
SYN-1415,29,Bangalore,Business,67598,751
SYN-1416,60,Bangalore,Business,157989,810
SYN-1417,55,Pune,Business,149490,558
SYN-1418,44,Bangalore,Salaried,134193,848
SYN-1419,40,Mumbai,Business,94607,846
SYN-1420,57,Delhi,Salaried,177967,795
SYN-1421,31,Chennai,Business,63738,674
SYN-1422,23,Chennai,Salaried,75012,559
SYN-1423,49,Bangalore,Business,64696,761
SYN-1424,65,Delhi,Business,156548,791
SYN-1425,24,Delhi,Salaried,172033,716
SYN-1426,63,Pune,Business,107248,638
SYN-1427,50,Chennai,Business,168202,731
SYN-1428,64,Bangalore,Business,75400,676
SYN-1429,38,Chennai,Business,83947,702
SYN-1430,39,Delhi,Business,108110,795
SYN-1431,43,Chennai,Business,100442,612
SYN-1432,57,Chennai,Business,128424,726
SYN-1433,30,Bangalore,Salaried,100400,590
SYN-1434,43,Pune,Business,150587,659
SYN-1435,33,Chennai,Business,172329,689
SYN-1436,29,Mumbai,Salaried,88558,575
SYN-1437,63,Chennai,Salaried,192233,669
SYN-1438,24,Mumbai,Business,111584,791
SYN-1439,27,Delhi,Salaried,169271,630
SYN-1440,47,Pune,Business,195534,652
SYN-1441,39,Bangalore,Business,194318,580
SYN-1442,26,Chennai,Salaried,165286,569
SYN-1443,32,Pune,Salaried,34526,753
SYN-1444,52,Delhi,Business,34821,554
SYN-1445,40,Chennai,Salaried,112829,695
SYN-1446,50,Chennai,Business,60179,808
SYN-1447,50,Bangalore,Salaried,54529,719
SYN-1448,31,Pune,Business,73810,557
SYN-1449,42,Bangalore,Salaried,71004,757
SYN-1450,48,Chennai,Business,47737,755
SYN-1451,63,Mumbai,Salaried,61860,794
SYN-1452,41,Delhi,Salaried,93363,746
SYN-1453,36,Pune,Business,111409,704
SYN-1454,58,Chennai,Salaried,93564,734
SYN-1455,65,Delhi,Salaried,55991,788
SYN-1456,40,Delhi,Business,156732,709
SYN-1457,65,Mumbai,Business,121349,663
SYN-1458,35,Delhi,Business,65156,782
SYN-1459,59,Bangalore,Business,168978,791
SYN-1460,55,Delhi,Salaried,181189,591
SYN-1461,54,Pune,Business,45474,838
SYN-1462,28,Mumbai,Salaried,175130,824
SYN-1463,30,Delhi,Business,161404,776
SYN-1464,28,Delhi,Business,48839,811
SYN-1465,49,Mumbai,Business,59588,812
SYN-1466,47,Pune,Salaried,171485,786
SYN-1467,64,Bangalore,Salaried,128795,680
SYN-1468,21,Delhi,Salaried,36872,766
SYN-1469,43,Mumbai,Salaried,43092,791
SYN-1470,23,Bangalore,Business,72181,619
SYN-1471,62,Pune,Business,125264,779
SYN-1472,45,Pune,Salaried,198484,826
SYN-1473,29,Bangalore,Salaried,71785,825
SYN-1474,46,Chennai,Salaried,83376,551
SYN-1475,22,Bangalore,Business,167723,767
SYN-1476,55,Pune,Salaried,89883,785
SYN-1477,43,Delhi,Business,74409,607
SYN-1478,23,Pune,Salaried,88089,655
SYN-1479,25,Mumbai,Salaried,142031,574
SYN-1480,36,Mumbai,Business,140071,669
SYN-1481,55,Delhi,Salaried,61735,807
SYN-1482,39,Delhi,Business,176381,714
SYN-1483,36,Bangalore,Salaried,198070,816
SYN-1484,35,Pune,Business,97129,581
SYN-1485,56,Chennai,Salaried,189100,768
SYN-1486,56,Pune,Salaried,115286,745
SYN-1487,54,Bangalore,Business,132022,626
SYN-1488,40,Pune,Salaried,166014,792
SYN-1489,36,Delhi,Business,62840,787
SYN-1490,24,Chennai,Business,134185,835
SYN-1491,54,Delhi,Business,88663,680
SYN-1492,34,Bangalore,Salaried,142908,739
SYN-1493,26,Chennai,Salaried,38510,687
SYN-1494,45,Chennai,Salaried,44079,646
SYN-1495,58,Chennai,Salaried,150670,656
SYN-1496,42,Bangalore,Salaried,80524,647
SYN-1497,28,Pune,Salaried,183440,654
SYN-1498,46,Delhi,Business,99202,744
SYN-1499,50,Chennai,Business,105851,683
SYN-1500,44,Chennai,Business,147160,600
SYN-1501,51,Bangalore,Salaried,122178,710
SYN-1502,47,Mumbai,Salaried,63252,558
SYN-1503,37,Chennai,Business,102382,628
SYN-1504,33,Bangalore,Salaried,124572,841
SYN-1505,36,Pune,Business,92456,800
SYN-1506,62,Pune,Business,69101,730
SYN-1507,31,Delhi,Business,73247,827
SYN-1508,62,Mumbai,Salaried,44485,574
SYN-1509,21,Pune,Salaried,190334,668
SYN-1510,25,Delhi,Salaried,82336,808
SYN-1511,50,Bangalore,Salaried,186961,797
SYN-1512,63,Pune,Salaried,26733,822
SYN-1513,56,Pune,Salaried,29384,821
SYN-1514,38,Chennai,Business,29493,807
SYN-1515,65,Pune,Salaried,53053,599
SYN-1516,54,Delhi,Salaried,75313,819
SYN-1517,37,Bangalore,Business,129044,590
SYN-1518,44,Pune,Business,173111,674
SYN-1519,65,Delhi,Business,46133,566
SYN-1520,26,Pune,Business,123872,832
SYN-1521,51,Mumbai,Salaried,69927,592
SYN-1522,52,Pune,Business,173335,598
SYN-1523,54,Mumbai,Salaried,80421,840
SYN-1524,51,Bangalore,Salaried,44489,693
SYN-1525,55,Chennai,Salaried,72016,711
SYN-1526,22,Delhi,Salaried,129410,589
SYN-1527,40,Delhi,Salaried,173555,749
SYN-1528,64,Chennai,Business,125622,621
SYN-1529,65,Mumbai,Business,39076,600
SYN-1530,48,Delhi,Salaried,114284,753
SYN-1531,41,Mumbai,Business,143109,801
SYN-1532,35,Bangalore,Business,138206,645
SYN-1533,64,Chennai,Business,47464,701
SYN-1534,36,Mumbai,Salaried,95247,628
SYN-1535,45,Delhi,Business,108015,734
SYN-1536,27,Mumbai,Salaried,105810,777
SYN-1537,44,Bangalore,Salaried,59735,594
SYN-1538,32,Pune,Business,171010,834
SYN-1539,53,Pune,Salaried,31884,595
SYN-1540,43,Chennai,Salaried,181480,716
SYN-1541,45,Mumbai,Business,133477,748
SYN-1542,26,Chennai,Salaried,174935,816
SYN-1543,31,Pune,Salaried,61396,687
SYN-1544,40,Bangalore,Business,63255,582
SYN-1545,31,Pune,Business,135389,703
SYN-1546,51,Mumbai,Business,90981,676
SYN-1547,61,Pune,Salaried,145025,604
SYN-1548,29,Bangalore,Salaried,128728,720
SYN-1549,60,Pune,Business,140401,721
SYN-1550,48,Chennai,Salaried,103757,714
SYN-1551,59,Delhi,Business,107361,640
SYN-1552,46,Bangalore,Business,190911,801
SYN-1553,57,Delhi,Business,123580,693
SYN-1554,46,Bangalore,Salaried,172810,652
SYN-1555,58,Chennai,Salaried,169205,563
SYN-1556,50,Delhi,Business,101370,585
SYN-1557,47,Pune,Salaried,191025,705
SYN-1558,36,Bangalore,Salaried,135920,743
SYN-1559,25,Pune,Business,177631,755
SYN-1560,55,Chennai,Business,167513,568
SYN-1561,44,Chennai,Salaried,53670,677
SYN-1562,63,Bangalore,Salaried,194607,572
SYN-1563,57,Pune,Business,137841,604
SYN-1564,21,Mumbai,Business,83196,811
SYN-1565,54,Chennai,Salaried,141858,741
SYN-1566,46,Pune,Salaried,115431,562
SYN-1567,51,Mumbai,Business,134045,593
SYN-1568,28,Delhi,Business,106760,725
SYN-1569,50,Delhi,Business,116304,793
SYN-1570,27,Pune,Business,108600,584
SYN-1571,40,Mumbai,Salaried,30920,725
SYN-1572,62,Mumbai,Salaried,88940,814
SYN-1573,32,Chennai,Salaried,111766,836
SYN-1574,48,Pune,Salaried,131180,644
SYN-1575,32,Pune,Business,32652,651
SYN-1576,49,Chennai,Business,126930,552
SYN-1577,34,Delhi,Business,41400,845
SYN-1578,27,Chennai,Salaried,120890,716
SYN-1579,33,Pune,Salaried,93774,800
SYN-1580,54,Bangalore,Business,185250,750
SYN-1581,58,Mumbai,Business,117270,784
SYN-1582,60,Delhi,Business,186083,593
SYN-1583,64,Delhi,Business,55896,672
SYN-1584,40,Mumbai,Salaried,122859,622
SYN-1585,53,Pune,Business,181349,620
SYN-1586,57,Pune,Business,73694,799
SYN-1587,61,Chennai,Salaried,170467,635
SYN-1588,52,Bangalore,Salaried,74046,711
SYN-1589,49,Chennai,Salaried,119119,554
SYN-1590,52,Delhi,Salaried,125648,837
SYN-1591,53,Pune,Business,153902,762
SYN-1592,49,Pune,Salaried,46671,839
SYN-1593,22,Delhi,Business,33570,690
SYN-1594,35,Chennai,Business,69094,784
SYN-1595,57,Pune,Salaried,175133,608
SYN-1596,38,Chennai,Business,167093,571
SYN-1597,49,Chennai,Salaried,136451,602
SYN-1598,62,Delhi,Business,33449,780
SYN-1599,37,Bangalore,Salaried,140099,610
SYN-1600,36,Delhi,Business,184976,769
