total_rec_late_fee,recoveries,last_pymnt_amnt,loan_amnt_div_instlmnt,debt_settlement_flag,loan_age,total_rec_int,out_prncp,time_since_last_credit_pull,time_since_last_payment,int_rate%,total_rec_prncp,loan_status_binary
0.0,0.0,73909.22995136301,12.0,0,12,113446.40313763429,0.0,4,0,7.33,627818.3847962986,1
0.0,0.0,6513.441620588702,48.0,0,17,32861.868307246856,0.0,5,0,21.1,226328.84712385864,1
0.0,0.0,8519.152632882511,48.0,0,32,109395.16412780521,0.0,11,1,20.79,234365.52870913912,1
312.0881357147462,580.2246819009847,47.27263121696066,24.0,0,16,24491.7,0.0,1,27,26.89,40870.46726241421,0
0.0,0.0,5032.305671082012,60.0,0,7,80589.72063007833,210977.71131328036,35,1,11.49,273431.3430775,1
0.0,0.0,62434.988567151995,12.0,0,3,67069.15205471433,0.0,10,0,7.7,502060.77324531635,1
118.5045289623144,1649.734041068809,22.186257725955734,12.0,0,16,46558.200000000004,0.0,8,6,22.7,171155.25292708105,0
0.0,0.0,13187.31619668415,36.0,0,51,71875.50845843836,0.0,37,1,13.39,323788.51991167886,1
0.0,0.0,18544.52156517859,60.0,0,15,154276.32072012828,0.0,2,1,20.19,893395.1277965973,1
0.0,0.0,20579.541041422377,36.0,0,20,163815.7335759842,0.0,9,1,20.23,632940.7136568684,1
202.41905609444782,1048.8949868221491,24.79515596229317,12.0,0,42,88357.5,0.0,1,21,23.52,175989.48766257468,0
475.68681299791206,1541.2591053279007,27.35018697318737,12.0,0,21,56972.5,0.0,10,29,26.29,133876.19887712327,0
0.0,0.0,19854.592504512744,36.0,0,38,93002.5173839401,444031.13345298456,5,0,20.41,543630.6771593919,1
85.86196201651808,1702.9937405975495,5.598509688510517,24.0,0,29,90418.0,0.0,9,33,22.03,340117.6606620173,0
471.1516756808009,1606.8904013300796,7.557672304728164,36.0,0,53,36472.700000000004,0.0,5,25,26.2,93393.36395110654,0
0.0,0.0,5136.387276979461,60.0,0,38,54393.55554087474,0.0,4,1,16.25,260963.01348507672,1
140.6892958321132,896.1490300567045,34.62078611882798,36.0,1,39,87457.8,305572.7711062354,12,31,9.75,341635.5321072836,0
0.0,0.0,2626.7067137316503,60.0,0,37,25254.092990444427,51099.05565371977,17,0,11.02,114843.92174318706,1
0.0,0.0,2188.243850949485,60.00000000000001,0,51,32830.45076080279,51616.34531063103,9,0,18.1,137999.69118592478,1
0.0,0.0,9221.276977044306,36.0,0,41,48488.804458615494,0.0,43,1,14.45,242248.69869545058,1
0.0,0.0,32764.22832154443,24.0,0,28,167029.55796012084,83770.78504770662,1,1,17.57,498332.13046374073,1
432.5654626730762,1894.7497499874307,0.6837644109868535,59.99999999999999,0,44,9726.800000000001,0.0,7,21,25.07,28788.123503240637,0
401.79585391967004,1920.4615275750764,43.34630183840438,48.0,0,43,34404.0,0.0,5,15,23.85,51325.4093581042,0
0.0,0.0,14817.82292321009,24.0,0,36,97430.62250184143,289179.1209477352,11,1,14.52,348576.38218703726,1
103.70543390341297,514.2181248843069,19.136200366463648,12.0,1,27,24573.2,88831.80635118138,46,35,21.41,96135.73175308459,0
0.0,0.0,1058.7082474033089,60.0,0,16,15636.884652563274,27541.11606559962,1,1,18.46,46708.54451780342,1
288.0715293115618,770.1287475674665,17.00909530128223,48.0,0,22,45030.5,171814.56188562667,29,26,7.01,121235.30634782233,0
0.0,0.0,7502.1684308660815,48.0,0,30,53442.104651681555,0.0,10,0,12.8,258129.43732505693,1
0.0,0.0,70671.72667605583,12.0,0,14,209239.59809835156,0.0,11,1,15.95,729921.5708200274,1
101.05227534528169,462.4686377511471,3.459037804343279,24.0,0,55,9643.0,0.0,45,28,22.27,36633.35807920758,0
384.26737352402876,808.1516968003923,13.420223517855234,60.0,0,48,41820.5,0.0,13,10,23.56,72520.81420694182,0
174.13667803170796,1177.2226007047207,17.53719648568646,60.0,1,5,12353.6,0.0,41,9,25.96,27861.089625163386,0
0.0,0.0,5233.098803392534,36.0,0,17,41320.98621325362,120732.6084615451,2,0,17.94,133646.833538372,1
0.0,0.0,10580.43857779772,48.0,0,55,122528.15991278006,291406.012149974,10,0,7.03,317972.75721768703,1
0.0,0.0,85303.98672074976,12.0,0,24,171077.96966288058,539382.1770341165,7,0,10.51,661051.8808223871,1
172.84643064269852,984.2167281133046,5.557152158512596,12.0,1,59,6212.3,14626.404436163959,1,18,27.82,19712.05895120173,0
0.0,0.0,8989.17278076488,48.0,0,37,72360.64069293038,18456.6153644476,1,1,8.99,256385.20483248407,1
0.0,0.0,83298.21892241025,12.0,0,41,86484.13391518375,0.0,9,1,19.55,501720.184637786,1
0.0,0.0,5339.977178549985,48.0,0,49,39814.38070740306,0.0,1,1,20.13,170621.79897312127,1
0.0,0.0,38660.04222253716,12.0,0,45,73860.07927297214,0.0,2,0,19.09,305346.4939643056,1
0.0,0.0,5282.533465674624,60.0,0,31,47619.02359261284,149707.79793218136,7,0,15.65,164602.45313467362,1
0.0,0.0,2922.202925133253,48.0,0,3,35722.91349853882,0.0,23,0,7.16,127195.8883502189,1
63.54328493065246,286.2803684959092,33.42799761732077,60.0,0,48,20477.300000000003,0.0,7,23,24.86,50539.15312786585,0
101.02481091664137,460.60969143112095,27.176823365288293,60.0,0,53,94088.0,0.0,11,12,26.05,299817.5295615089,0
464.1025522648542,168.0072316530754,1.458763260506707,48.0,0,47,6811.1,8374.832819032203,5,17,26.29,26555.668212741726,0
0.0,0.0,27972.020726188108,24.0,0,11,156119.8012177028,308858.47734971275,9,0,11.36,514635.892894014,1
0.0,0.0,9419.697887538616,24.0,0,58,25482.748442003973,0.0,1,0,7.88,201381.39404281354,1
98.61483684120172,1719.497471030296,47.120638127668535,12.0,0,55,32806.8,0.0,1,30,20.98,104486.95414311133,0
0.0,0.0,3128.415514498731,48.0,0,36,29804.447259966775,72545.42341232978,9,1,17.42,125073.24227595911,1
0.0,0.0,5699.112325810255,59.99999999999999,0,28,81346.08524183191,0.0,10,0,7.15,215940.21177311867,1
460.15350881140967,1072.9233716143049,15.5208967799005,24.0,0,53,98983.40000000001,25993.027435886997,10,15,26.01,290241.2755700439,0
458.74716095262715,558.4943709741956,1.7909769846332135,12.0,0,40,29070.300000000003,17077.5312134589,42,31,27.89,39617.96927887925,0
0.0,0.0,7913.386257692641,48.0,0,13,102107.293349029,0.0,2,1,21.15,203984.94218750478,1
0.0,0.0,7944.25169472055,12.0,0,60,17161.127640617193,0.0,47,1,18.38,93236.10078034841,1
460.0985173180948,1660.8844475249755,11.50812261640275,24.0,0,42,95542.3,0.0,20,19,25.37,332166.1624181123,0
0.0,0.0,19169.046188660257,12.0,0,25,36901.143383309245,0.0,7,0,10.82,146316.1411528602,1
0.0,0.0,20271.753013333488,48.0,0,11,193642.40633241658,0.0,3,1,19.2,709742.1468338531,1
499.8807050324777,300.67015308004363,42.65649227728384,12.0,0,55,28190.4,0.0,7,11,23.6,109196.31950467831,0
0.0,0.0,10262.138353418633,60.0,0,57,72570.27776160854,0.0,1,1,21.72,364948.733225912,1
57.93887047641584,1810.7231707722317,26.04698318524219,60.0,0,43,97429.1,0.0,9,14,21.78,231808.78842145414,0
0.0,0.0,17015.818794412113,60.0,0,21,230025.28449449467,67820.54657319037,14,0,8.02,655418.6079469407,1
159.44306954459344,1814.8296662581677,1.7602725292544086,12.0,0,53,19783.0,0.0,2,14,24.69,47006.403873781295,0
383.3914388778938,1444.8405275961225,22.51657895891961,36.0,0,47,47461.8,0.0,11,36,23.3,120825.83191857945,0
201.53778774108525,605.2432714045542,13.055236559772048,36.0,0,54,31547.0,136564.5272680074,3,26,22.69,68030.85352493085,0
0.0,0.0,2112.2322149760435,60.0,0,9,28659.121248922183,0.0,7,0,17.49,81209.56785273712,1
0.0,0.0,31164.434626775743,24.0,0,39,88982.0421491221,440172.0943048715,29,1,12.74,383333.23207337275,1
150.22707565006147,113.10276551239505,22.815337068995255,48.0,0,46,8128.6,0.0,4,18,7.24,24408.945294265955,0
0.0,0.0,14479.699905105108,60.0,0,55,275213.0922871151,0.0,10,1,7.73,540578.7634128258,1
0.0,0.0,9873.673792550808,36.0,0,41,96320.44175655468,0.0,11,0,15.37,310200.305932003,1
335.03830683856347,1634.1596454029425,40.1877496723675,60.00000000000001,0,25,71865.3,148267.64698606776,29,24,26.21,133983.97009726812,0
0.0,0.0,17821.17447122919,36.0,0,12,149651.27520584676,0.0,9,0,8.64,390131.87660301884,1
0.0,0.0,6597.372119531842,60.0,0,58,73400.30330197896,122240.0539737852,8,0,14.54,307278.5546064183,1
0.0,0.0,15755.145977135762,24.0,0,43,69908.76818639421,229772.2041246614,2,1,21.16,270447.03035820223,1
156.38273434909152,184.41226957607688,1.8609831600176874,12.0,0,54,68419.90000000001,213878.48155396958,31,14,25.44,225892.62883985962,0
0.0,0.0,28919.914065903034,36.0,0,36,240006.9305115773,356113.39264589216,11,0,17.4,690329.2609988546,1
215.3201355523122,584.9415939183077,18.686914429272726,48.0,0,23,35774.9,276493.33205741324,23,13,25.69,128078.82803242542,0
0.0,0.0,15696.294677155602,48.0,0,54,96372.57979435739,74484.36890174272,6,0,9.72,646966.7703760912,1
0.0,0.0,9472.193279170562,48.0,0,49,81460.00559778069,282120.9405588525,10,1,9.88,242539.8145315354,1
0.0,0.0,7061.9719641579695,60.0,0,20,80327.1173378191,163826.07897338318,18,0,17.96,357392.1273268079,1
119.36005556039758,304.9517866395777,11.321827163369303,48.0,0,5,71199.3,89654.90738852837,3,23,17.15,92164.90842097621,0
95.5533011547642,283.49427605964127,39.311501707258486,48.0,1,21,57180.9,166475.52190250065,8,17,24.25,163910.52015206052,0
0.0,0.0,21832.37746261788,24.0,0,48,166119.92948708392,125028.50865931196,1,1,11.33,570628.4791619229,1
0.0,0.0,7307.9623216035725,36.0,0,55,55327.28262846771,0.0,30,0,10.18,182302.66926228383,1
0.0,0.0,930.8133228889471,60.0,0,56,14263.266235386016,0.0,7,1,13.74,44236.82082157566,1
457.2614755833844,1666.5628357750127,47.877393090122744,48.0,0,31,67935.8,461542.173234225,12,17,25.45,143051.48294399327,0
0.0,0.0,19095.980782523442,24.0,0,26,60563.82922670187,0.0,37,0,7.17,206491.3185632189,1
492.62591702383537,1534.1112883808987,16.39282298591123,24.0,0,15,39651.0,0.0,8,11,23.12,112494.22373326175,0
0.0,0.0,8310.481280466041,48.0,0,42,75359.85923199456,0.0,31,0,7.35,325837.0567188777,1
0.0,0.0,16367.260108405939,24.0,0,11,47235.06698098464,0.0,6,1,12.09,193374.21596526002,1
0.0,0.0,984.9538841875356,60.0,0,12,6174.830464601563,0.0,32,0,8.79,37033.43155112064,1
165.09251317624924,456.11632426415304,25.890394271974927,24.0,0,53,32068.2,0.0,35,10,22.24,60652.17789478282,0
0.0,0.0,55661.83025436328,12.0,0,4,139050.1703634241,0.0,7,1,12.9,623436.65499572,1
0.0,0.0,18055.455885097326,48.0,0,19,256527.97830089706,0.0,2,0,17.75,504659.63958486635,1
67.76410172044868,1435.467070849431,11.294770358272727,48.0,0,33,25639.5,0.0,8,21,25.39,33297.284440675,0
0.0,0.0,24052.10240609353,36.0,0,12,149330.68668478465,575199.293954228,5,1,7.95,609575.101294968,1
0.0,0.0,9828.634532471495,24.0,0,34,28982.040686913006,0.0,4,1,8.95,190828.8035450373,1
0.0,0.0,14938.376244635503,60.0,0,9,125530.87511663922,0.0,12,0,8.7,504144.054387386,1
0.0,0.0,14817.801623054824,60.0,0,58,110727.50878871084,0.0,9,1,15.04,567215.0352581963,1
0.0,0.0,8333.602861911797,48.0,0,42,64771.89308071621,71278.0716756836,2,0,17.91,317648.71186653315,1
179.10982821790532,104.32746388734569,27.0284431102364,36.0,0,31,39864.700000000004,0.0,12,15,17.58,106646.10196933859,0
231.9725888131328,161.90046898837903,42.55536096660184,36.0,0,29,96325.0,0.0,8,26,25.2,130665.69339320065,0
474.06876969549717,670.4816945078056,7.710404084172295,60.0,0,12,57666.600000000006,0.0,6,29,26.96,197493.58810797418,0
0.0,0.0,25330.595296860673,24.0,0,21,122570.45006674375,146281.28152802854,12,1,13.61,354486.7630430817,1
0.0,0.0,36330.89479253407,12.0,0,32,47209.632245622866,0.0,3,0,8.42,384242.4413258062,1
480.710277017419,1105.444027759263,0.049961681635901645,24.0,1,24,84401.0,227146.3484383546,3,19,18.62,135568.005860684,0
202.89094138340565,647.7423156157598,13.577504957917464,60.0,0,14,29159.300000000003,1659.8287866748335,1,6,22.46,84046.6226286416,0
0.0,0.0,7428.677116829684,48.0,0,30,95402.40350595374,11497.96152738344,8,0,15.33,260273.94119936624,1
0.0,0.0,3217.0222392497412,60.0,0,34,35992.66350225242,0.0,10,1,18.47,159387.8990663423,1
0.0,0.0,16561.99689909302,60.0,0,49,265703.59099666023,347107.642055312,7,1,16.38,640944.5465598925,1
0.0,0.0,22170.45127073081,12.0,0,55,32003.561548765316,0.0,2,1,21.36,204227.63060500662,1
0.0,0.0,21075.765206519918,36.0,0,9,121145.33584837812,0.0,32,0,19.69,430930.990071611,1
0.0,0.0,4432.153168387532,48.0,0,45,54461.61752015562,45602.827494121026,8,0,9.7,113551.20143262608,1
0.0,0.0,82831.31806491288,12.0,0,19,224158.57056017173,0.0,11,0,12.4,708283.337718491,1
160.08675412360617,1133.473617042205,14.957360936516467,12.0,0,8,17769.600000000002,20234.11825602768,3,10,23.91,64485.01219953334,0
170.97158063666524,666.3549499918468,28.52921020967979,60.0,0,22,87675.3,190235.01604486007,5,7,15.02,252870.91636386584,0
0.0,0.0,12502.394086242428,24.0,0,53,47059.11338844003,171681.08584235524,46,1,8.45,184568.73571893026,1
0.0,0.0,21125.737820755796,36.0,0,55,79831.02062535717,356147.2473158369,3,0,11.76,545521.4778421943,1
0.0,0.0,25565.00113524979,24.0,0,56,84687.4346416066,10519.509505307722,10,0,20.07,293903.3101349039,1
219.17888141939838,202.34064690917816,37.121807159200166,24.0,0,22,9792.800000000001,46978.046368628966,1,21,23.63,23002.058505873843,0
0.0,0.0,8038.240556990492,60.0,0,55,65744.51888714224,23783.50357294081,7,0,21.72,288663.2951492818,1
0.0,0.0,10359.176677236648,60.00000000000001,0,56,158340.6523505915,0.0,42,0,17.64,361737.0344411591,1
0.0,0.0,4819.019943810005,24.0,0,39,12198.867734857024,21694.977624346368,10,0,9.43,61413.43898599712,1
83.48410966465465,189.02479600233755,6.217987506666134,48.0,0,17,52851.100000000006,121965.97734465153,3,27,27.53,205731.72713265184,0
68.31149196329895,1131.1391378140627,23.56436855761831,12.0,0,16,95962.40000000001,142958.42785776345,35,35,27.0,305185.30876112403,0
485.0621708628203,1141.4388854025362,44.409513858561496,60.0,1,38,96325.0,0.0,10,36,13.75,225248.30342292084,0
0.0,0.0,2125.0758450788703,36.0,0,46,17515.50457028146,48558.50013814342,10,0,16.46,54501.688207486535,1
0.0,0.0,16158.674790413826,60.0,0,28,196617.51675100243,310743.51580055733,3,0,11.59,583268.9071024717,1
223.50520769992153,916.7503920774512,33.04020669574173,48.0,1,32,95020.5,312526.30657650885,12,15,12.37,360396.0043017711,0
0.0,0.0,27873.80204830009,36.0,0,3,139368.68356851625,653901.0011561229,12,1,15.45,678379.5875813286,1
146.21188418060868,1807.7609621851943,3.301342451510231,24.0,0,38,19601.3,151644.0865297883,4,11,24.95,48437.567734593664,0
0.0,0.0,15790.357180885338,60.0,0,40,106498.7326872524,599954.2949381353,9,0,9.67,837488.5219134957,1
187.1979857955744,1991.971204670212,11.510506376402324,60.0,0,38,48551.3,0.0,7,18,10.47,188824.59462642606,0
