loan_id,total_rec_late_fee,recoveries,last_pymnt_amnt,time_since_last_payment,total_rec_int,total_rec_prncp,loan_status_binary
L-1100,383.5562271797839,1019.8630552399638,33.702688566722195,20,69496.5,198055.57818359206,0
L-1101,176.77435815912085,1464.2437247565815,43.81099360314937,29,41476.4,45762.35263704982,0
L-1102,0.0,0.0,19232.381019145098,1,56592.51689057734,271520.78692370286,1
L-1103,0.0,0.0,73909.22995136301,0,113446.40313763429,627818.3847962986,1
L-1104,0.0,0.0,6513.441620588702,0,32861.868307246856,226328.84712385864,1
L-1105,0.0,0.0,8519.152632882511,1,109395.16412780521,234365.52870913912,1
L-1106,312.0881357147462,580.2246819009847,47.27263121696066,27,24491.7,40870.46726241421,0
L-1107,0.0,0.0,5032.305671082012,1,80589.72063007833,273431.3430775,1
L-1108,0.0,0.0,62434.988567151995,0,67069.15205471433,502060.77324531635,1
L-1109,118.5045289623144,1649.734041068809,22.186257725955734,6,46558.200000000004,171155.25292708105,0
L-1110,0.0,0.0,13187.31619668415,1,71875.50845843836,323788.51991167886,1
L-1111,0.0,0.0,18544.52156517859,1,154276.32072012828,893395.1277965973,1
L-1112,0.0,0.0,20579.541041422377,1,163815.7335759842,632940.7136568684,1
L-1113,202.41905609444782,1048.8949868221491,24.79515596229317,21,88357.5,175989.48766257468,0
L-1114,475.68681299791206,1541.2591053279007,27.35018697318737,29,56972.5,133876.19887712327,0
L-1115,0.0,0.0,19854.592504512744,0,93002.5173839401,543630.6771593919,1
L-1116,85.86196201651808,1702.9937405975495,5.598509688510517,33,90418.0,340117.6606620173,0
L-1117,471.1516756808009,1606.8904013300796,7.557672304728164,25,36472.700000000004,93393.36395110654,0
L-1118,0.0,0.0,5136.387276979461,1,54393.55554087474,260963.01348507672,1
L-1119,140.6892958321132,896.1490300567045,34.62078611882798,31,87457.8,341635.5321072836,0
L-1120,0.0,0.0,2626.7067137316503,0,25254.092990444427,114843.92174318706,1
L-1121,0.0,0.0,2188.243850949485,0,32830.45076080279,137999.69118592478,1
L-1122,0.0,0.0,9221.276977044306,1,48488.804458615494,242248.69869545058,1
L-1123,0.0,0.0,32764.22832154443,1,167029.55796012084,498332.13046374073,1
L-1124,432.5654626730762,1894.7497499874307,0.6837644109868535,21,9726.800000000001,28788.123503240637,0
L-1125,401.79585391967004,1920.4615275750764,43.34630183840438,15,34404.0,51325.4093581042,0
L-1126,0.0,0.0,14817.82292321009,1,97430.62250184143,348576.38218703726,1
L-1127,103.70543390341297,514.2181248843069,19.136200366463648,35,24573.2,96135.73175308459,0
L-1128,0.0,0.0,1058.7082474033089,1,15636.884652563274,46708.54451780342,1
L-1129,288.0715293115618,770.1287475674665,17.00909530128223,26,45030.5,121235.30634782233,0
L-1130,0.0,0.0,7502.1684308660815,0,53442.104651681555,258129.43732505693,1
L-1131,0.0,0.0,70671.72667605583,1,209239.59809835156,729921.5708200274,1
L-1132,101.05227534528169,462.4686377511471,3.459037804343279,28,9643.0,36633.35807920758,0
L-1133,384.26737352402876,808.1516968003923,13.420223517855234,10,41820.5,72520.81420694182,0
L-1134,174.13667803170796,1177.2226007047207,17.53719648568646,9,12353.6,27861.089625163386,0
L-1135,0.0,0.0,5233.098803392534,0,41320.98621325362,133646.833538372,1
L-1136,0.0,0.0,10580.43857779772,0,122528.15991278006,317972.75721768703,1
L-1137,0.0,0.0,85303.98672074976,0,171077.96966288058,661051.8808223871,1
L-1138,172.84643064269852,984.2167281133046,5.557152158512596,18,6212.3,19712.05895120173,0
L-1139,0.0,0.0,8989.17278076488,1,72360.64069293038,256385.20483248407,1
L-1140,0.0,0.0,83298.21892241025,1,86484.13391518375,501720.184637786,1
L-1141,0.0,0.0,5339.977178549985,1,39814.38070740306,170621.79897312127,1
L-1142,0.0,0.0,38660.04222253716,0,73860.07927297214,305346.4939643056,1
L-1143,0.0,0.0,5282.533465674624,0,47619.02359261284,164602.45313467362,1
L-1144,0.0,0.0,2922.202925133253,0,35722.91349853882,127195.8883502189,1
L-1145,63.54328493065246,286.2803684959092,33.42799761732077,23,20477.300000000003,50539.15312786585,0
L-1146,101.02481091664137,460.60969143112095,27.176823365288293,12,94088.0,299817.5295615089,0
L-1147,464.1025522648542,168.0072316530754,1.458763260506707,17,6811.1,26555.668212741726,0
L-1148,0.0,0.0,27972.020726188108,0,156119.8012177028,514635.892894014,1
L-1149,0.0,0.0,9419.697887538616,0,25482.748442003973,201381.39404281354,1
L-1150,98.61483684120172,1719.497471030296,47.120638127668535,30,32806.8,104486.95414311133,0
L-1151,0.0,0.0,3128.415514498731,1,29804.447259966775,125073.24227595911,1
L-1152,0.0,0.0,5699.112325810255,0,81346.08524183191,215940.21177311867,1
L-1153,460.15350881140967,1072.9233716143049,15.5208967799005,15,98983.40000000001,290241.2755700439,0
L-1154,458.74716095262715,558.4943709741956,1.7909769846332135,31,29070.300000000003,39617.96927887925,0
L-1155,0.0,0.0,7913.386257692641,1,102107.293349029,203984.94218750478,1
L-1156,0.0,0.0,7944.25169472055,1,17161.127640617193,93236.10078034841,1
L-1157,460.0985173180948,1660.8844475249755,11.50812261640275,19,95542.3,332166.1624181123,0
L-1158,0.0,0.0,19169.046188660257,0,36901.143383309245,146316.1411528602,1
L-1159,0.0,0.0,20271.753013333488,1,193642.40633241658,709742.1468338531,1
L-1160,499.8807050324777,300.67015308004363,42.65649227728384,11,28190.4,109196.31950467831,0
L-1161,0.0,0.0,10262.138353418633,1,72570.27776160854,364948.733225912,1
L-1162,57.93887047641584,1810.7231707722317,26.04698318524219,14,97429.1,231808.78842145414,0
L-1163,0.0,0.0,17015.818794412113,0,230025.28449449467,655418.6079469407,1
L-1164,159.44306954459344,1814.8296662581677,1.7602725292544086,14,19783.0,47006.403873781295,0
L-1165,383.3914388778938,1444.8405275961225,22.51657895891961,36,47461.8,120825.83191857945,0
L-1166,201.53778774108525,605.2432714045542,13.055236559772048,26,31547.0,68030.85352493085,0
L-1167,0.0,0.0,2112.2322149760435,0,28659.121248922183,81209.56785273712,1
L-1168,0.0,0.0,31164.434626775743,1,88982.0421491221,383333.23207337275,1
L-1169,150.22707565006147,113.10276551239505,22.815337068995255,18,8128.6,24408.945294265955,0
L-1170,0.0,0.0,14479.699905105108,1,275213.0922871151,540578.7634128258,1
L-1171,0.0,0.0,9873.673792550808,0,96320.44175655468,310200.305932003,1
L-1172,335.03830683856347,1634.1596454029425,40.1877496723675,24,71865.3,133983.97009726812,0
L-1173,0.0,0.0,17821.17447122919,0,149651.27520584676,390131.87660301884,1
L-1174,0.0,0.0,6597.372119531842,0,73400.30330197896,307278.5546064183,1
L-1175,0.0,0.0,15755.145977135762,1,69908.76818639421,270447.03035820223,1
L-1176,156.38273434909152,184.41226957607688,1.8609831600176874,14,68419.90000000001,225892.62883985962,0
L-1177,0.0,0.0,28919.914065903034,0,240006.9305115773,690329.2609988546,1
L-1178,215.3201355523122,584.9415939183077,18.686914429272726,13,35774.9,128078.82803242542,0
L-1179,0.0,0.0,15696.294677155602,0,96372.57979435739,646966.7703760912,1
L-1180,0.0,0.0,9472.193279170562,1,81460.00559778069,242539.8145315354,1
L-1181,0.0,0.0,7061.9719641579695,0,80327.1173378191,357392.1273268079,1
L-1182,119.36005556039758,304.9517866395777,11.321827163369303,23,71199.3,92164.90842097621,0
L-1183,95.5533011547642,283.49427605964127,39.311501707258486,17,57180.9,163910.52015206052,0
L-1184,0.0,0.0,21832.37746261788,1,166119.92948708392,570628.4791619229,1
L-1185,0.0,0.0,7307.9623216035725,0,55327.28262846771,182302.66926228383,1
L-1186,0.0,0.0,930.8133228889471,1,14263.266235386016,44236.82082157566,1
L-1187,457.2614755833844,1666.5628357750127,47.877393090122744,17,67935.8,143051.48294399327,0
L-1188,0.0,0.0,19095.980782523442,0,60563.82922670187,206491.3185632189,1
L-1189,492.62591702383537,1534.1112883808987,16.39282298591123,11,39651.0,112494.22373326175,0
L-1190,0.0,0.0,8310.481280466041,0,75359.85923199456,325837.0567188777,1
L-1191,0.0,0.0,16367.260108405939,1,47235.06698098464,193374.21596526002,1
L-1192,0.0,0.0,984.9538841875356,0,6174.830464601563,37033.43155112064,1
L-1193,165.09251317624924,456.11632426415304,25.890394271974927,10,32068.2,60652.17789478282,0
L-1194,0.0,0.0,55661.83025436328,1,139050.1703634241,623436.65499572,1
L-1195,0.0,0.0,18055.455885097326,0,256527.97830089706,504659.63958486635,1
L-1196,67.76410172044868,1435.467070849431,11.294770358272727,21,25639.5,33297.284440675,0
L-1197,0.0,0.0,24052.10240609353,1,149330.68668478465,609575.101294968,1
L-1198,0.0,0.0,9828.634532471495,1,28982.040686913006,190828.8035450373,1
L-1199,0.0,0.0,14938.376244635503,0,125530.87511663922,504144.054387386,1
L-1200,0.0,0.0,14817.801623054824,1,110727.50878871084,567215.0352581963,1
L-1201,0.0,0.0,8333.602861911797,0,64771.89308071621,317648.71186653315,1
L-1202,179.10982821790532,104.32746388734569,27.0284431102364,15,39864.700000000004,106646.10196933859,0
L-1203,231.9725888131328,161.90046898837903,42.55536096660184,26,96325.0,130665.69339320065,0
L-1204,474.06876969549717,670.4816945078056,7.710404084172295,29,57666.600000000006,197493.58810797418,0
L-1205,0.0,0.0,25330.595296860673,1,122570.45006674375,354486.7630430817,1
L-1206,0.0,0.0,36330.89479253407,0,47209.632245622866,384242.4413258062,1
L-1207,480.710277017419,1105.444027759263,0.049961681635901645,19,84401.0,135568.005860684,0
L-1208,202.89094138340565,647.7423156157598,13.577504957917464,6,29159.300000000003,84046.6226286416,0
L-1209,0.0,0.0,7428.677116829684,0,95402.40350595374,260273.94119936624,1
L-1210,0.0,0.0,3217.0222392497412,1,35992.66350225242,159387.8990663423,1
L-1211,0.0,0.0,16561.99689909302,1,265703.59099666023,640944.5465598925,1
L-1212,0.0,0.0,22170.45127073081,1,32003.561548765316,204227.63060500662,1
L-1213,0.0,0.0,21075.765206519918,0,121145.33584837812,430930.990071611,1
L-1214,0.0,0.0,4432.153168387532,0,54461.61752015562,113551.20143262608,1
L-1215,0.0,0.0,82831.31806491288,0,224158.57056017173,708283.337718491,1
L-1216,160.08675412360617,1133.473617042205,14.957360936516467,10,17769.600000000002,64485.01219953334,0
L-1217,170.97158063666524,666.3549499918468,28.52921020967979,7,87675.3,252870.91636386584,0
L-1218,0.0,0.0,12502.394086242428,1,47059.11338844003,184568.73571893026,1
L-1219,0.0,0.0,21125.737820755796,0,79831.02062535717,545521.4778421943,1
L-1220,0.0,0.0,25565.00113524979,0,84687.4346416066,293903.3101349039,1
L-1221,219.17888141939838,202.34064690917816,37.121807159200166,21,9792.800000000001,23002.058505873843,0
L-1222,0.0,0.0,8038.240556990492,0,65744.51888714224,288663.2951492818,1
L-1223,0.0,0.0,10359.176677236648,0,158340.6523505915,361737.0344411591,1
L-1224,0.0,0.0,4819.019943810005,0,12198.867734857024,61413.43898599712,1
L-1225,83.48410966465465,189.02479600233755,6.217987506666134,27,52851.100000000006,205731.72713265184,0
L-1226,68.31149196329895,1131.1391378140627,23.56436855761831,35,95962.40000000001,305185.30876112403,0
L-1227,485.0621708628203,1141.4388854025362,44.409513858561496,36,96325.0,225248.30342292084,0
L-1228,0.0,0.0,2125.0758450788703,0,17515.50457028146,54501.688207486535,1
L-1229,0.0,0.0,16158.674790413826,0,196617.51675100243,583268.9071024717,1
L-1230,223.50520769992153,916.7503920774512,33.04020669574173,15,95020.5,360396.0043017711,0
L-1231,0.0,0.0,27873.80204830009,1,139368.68356851625,678379.5875813286,1
L-1232,146.21188418060868,1807.7609621851943,3.301342451510231,11,19601.3,48437.567734593664,0
L-1233,0.0,0.0,15790.357180885338,0,106498.7326872524,837488.5219134957,1
L-1234,187.1979857955744,1991.971204670212,11.510506376402324,18,48551.3,188824.59462642606,0
L-1235,0.0,0.0,4184.817406190087,1,43979.84173806652,144067.2976060654,1
L-1236,0.0,0.0,10894.561012769354,0,98790.4171769847,214329.00707916345,1
L-1237,215.38399439116114,1082.7618943461293,4.518160529121157,35,99385.8,199641.9626715633,0
L-1238,0.0,0.0,28819.41701157893,1,62734.62828753121,168804.93712174572,1
L-1239,142.01192693502395,1695.8812544257355,1.7646983870847066,6,59636.100000000006,79611.4830633677,0
L-1240,374.22969917761304,357.8207799888293,32.819767868491454,36,73977.8,274870.94880480284,0
L-1241,0.0,0.0,23082.764773929066,1,35015.459362271824,162665.16721788823,1
L-1242,0.0,0.0,45983.3423072873,0,92485.66736805062,444579.5796439799,1
L-1243,366.8273096499638,1807.6162009410618,42.415704085099414,35,70632.3,150496.39041149055,0
L-1244,441.7534477357446,671.646606195827,19.309693497172365,19,42898.600000000006,60729.4319338514,0
L-1245,0.0,0.0,19194.319724334564,1,56805.244921800266,112862.83939759109,1
L-1246,0.0,0.0,20017.01040480188,0,99774.7657284083,638136.8273746164,1
L-1247,449.27539475563293,1324.045861119386,19.651431923186895,14,23587.600000000002,67313.57798944297,0
L-1248,141.30373237411558,711.072931789726,29.4513514178116,14,26978.100000000002,95349.83203989132,0
L-1249,0.0,0.0,33554.18322031199,1,57227.137431928524,256259.06887527343,1
L-1250,271.2455589506704,1514.74376475896,4.5112887185623896,21,63237.600000000006,206303.65637044507,0
L-1251,0.0,0.0,21244.396518708458,0,106470.87152038353,562844.2193738419,1
L-1252,234.53902233264526,831.3134783922553,44.71449673487678,21,56381.100000000006,89856.22203063518,0
L-1253,0.0,0.0,66323.61583097815,0,154103.5454364377,353398.3847469759,1
L-1254,423.9992314406071,1530.5719983492913,46.21058554369607,11,25846.7,45290.15500036538,0
L-1255,59.982812860427714,1601.257852742821,40.17989752163948,20,32425.300000000003,77384.96315124455,0
L-1256,406.365863700471,839.3224315857339,19.89338174116803,34,46290.8,64740.03270010669,0
L-1257,0.0,0.0,6577.376429424197,1,65197.56755178832,202305.45505119712,1
L-1258,108.19898604861348,1055.5814444289967,25.063554677008952,11,88962.8,113907.59298100512,0
L-1259,0.0,0.0,4525.935229548339,1,42958.77541257769,270848.1790682104,1
L-1260,0.0,0.0,12505.342862380701,1,72156.27452657197,566103.5174460171,1
L-1261,0.0,0.0,18296.65404472266,0,106569.02552739427,561171.1477863305,1
L-1262,0.0,0.0,16809.373063030886,1,93299.18127862936,308974.7049381306,1
L-1263,0.0,0.0,12094.271307877098,0,146177.51636974252,446415.1674839628,1
L-1264,0.0,0.0,15461.581323110378,0,133310.83743259974,558522.0843766769,1
L-1265,207.68129334150262,1839.099237322675,17.207958177919615,24,51549.5,123554.78075520921,0
L-1266,0.0,0.0,20453.688119824525,0,168688.96510227278,581459.2520092052,1
L-1267,434.6987714208007,1076.537910900103,35.2181588388767,32,75876.1,114558.59732742333,0
L-1268,316.60609950114105,784.535464077864,7.792848160943599,7,48380.5,90786.24444437349,0
L-1269,250.6106218855442,1363.9735232258852,13.884586209838801,35,77127.3,147889.63729279867,0
L-1270,0.0,0.0,1680.1767617978999,1,15297.846129612331,64147.52899831803,1
L-1271,306.17286596513736,1717.5281177660784,28.382868737441473,13,57528.8,74545.16466424831,0
L-1272,477.03332640220265,807.4377510063882,41.87274097107664,29,92093.90000000001,112543.90245954233,0
L-1273,0.0,0.0,20898.717123031976,1,261965.635251467,750400.0893693068,1
L-1274,471.949912557332,1111.8316511608803,8.197449220496662,19,56380.4,191326.4194271042,0
L-1275,0.0,0.0,28419.49917572579,1,103098.42300501619,801230.8304396124,1
L-1276,0.0,0.0,10424.62320569293,0,148489.5472674341,284110.5595180661,1
L-1277,0.0,0.0,46086.437289572226,0,69165.1128755393,442164.57425062713,1
L-1278,308.9192979563692,1611.8007409850018,18.07984912752661,6,33843.8,55067.24622633173,0
L-1279,261.3404261392192,1137.1199805456624,5.1360253452970355,32,31548.600000000002,110403.04284389144,0
L-1280,390.24017709591624,507.7261610196811,7.917376338763948,21,63631.9,73912.05756535547,0
L-1281,266.4081006095517,207.6340263420645,4.9460151391235385,8,72285.3,132440.8543063814,0
L-1282,476.89005769994935,933.9825859694361,21.91156333312163,14,34324.200000000004,107289.24119965314,0
L-1283,0.0,0.0,5802.4085005659745,1,79267.73090252127,163161.295318361,1
L-1284,0.0,0.0,30948.562722004386,0,165644.86412234735,393074.3250082334,1
L-1285,202.41240236200386,1969.9496686326809,42.05113668284311,20,82629.5,179827.0152810634,0
L-1286,251.921403697202,271.7003369404108,41.7174396557972,29,26918.5,72418.76305065484,0
L-1287,0.0,0.0,22365.878510467435,1,76069.2916986448,380642.0249439795,1
L-1288,247.34793093258108,1587.958002535003,19.344540778753554,10,89113.1,109575.31747987744,0
L-1289,0.0,0.0,10873.538205994664,0,139639.26451708432,389300.03687073436,1
L-1290,0.0,0.0,17599.536937175264,0,149027.31420601334,316845.40069837496,1
L-1291,353.86985694230236,1253.9241860009986,49.24410201424261,28,99456.3,337901.7410782503,0
L-1292,0.0,0.0,4763.141672561045,1,46587.49794498845,127206.04630182976,1
L-1293,222.9951767394098,1605.8617461631447,43.93897646183551,9,67352.0,177924.525059318,0
L-1294,57.018689824823724,733.4656023186408,42.78572723659935,6,90790.40000000001,232156.8901353738,0
L-1295,0.0,0.0,44622.381650897296,0,118198.76647004504,407287.8568039346,1
L-1296,0.0,0.0,29724.024176281728,1,99317.35382280174,275259.20495692396,1
L-1297,325.9891205731031,170.86283143603086,31.472135937053796,20,54888.700000000004,152212.37583820338,0
L-1298,0.0,0.0,81791.66457347272,0,138691.33847279538,527760.8586715503,1
L-1299,0.0,0.0,13068.018085005975,1,105787.03930962486,279301.29071222135,1
L-1300,0.0,0.0,24398.182878691576,0,165610.07915912505,667092.5645611173,1
L-1301,0.0,0.0,17587.897597270814,1,93073.14879698033,667505.0008047883,1
L-1302,0.0,0.0,46593.317225524646,1,67178.40073360705,387224.1618782209,1
L-1303,130.05416252020115,482.48311306629034,27.833599222303807,35,76324.1,266257.25234114885,0
L-1304,115.67928787049061,1080.177447909317,23.40536363868489,15,46851.4,160463.78993052535,0
L-1305,437.58615740928974,1901.0295007217162,14.422498991183602,28,43159.3,53956.17492166752,0
L-1306,215.46515876857555,134.4358873220895,25.709751913379325,24,15743.0,42075.98361635659,0
L-1307,294.44753601327034,1317.9478680577133,4.023947335973505,27,51755.4,173396.73983459073,0
L-1308,0.0,0.0,11216.368091493678,1,78793.43918346171,425472.22405626485,1
L-1309,398.60279742011505,321.7912795067131,12.619209891115274,34,93607.0,206996.06992577467,0
L-1310,0.0,0.0,8894.762940447275,0,126081.76245778329,363919.70930965646,1
L-1311,192.40817711271802,146.14455228396326,9.600764547981171,31,33196.6,130154.76896516848,0
L-1312,0.0,0.0,8594.703064737512,0,99258.57415313755,326337.119986465,1
L-1313,325.86431759848693,1580.3499339143414,19.131351481307675,25,96013.90000000001,195125.73597745903,0
L-1314,148.93996429388048,1804.7126025456919,31.712701399529518,32,6037.1,12434.045830648438,0
L-1315,59.85756755207831,302.0164877371478,27.350658170481985,15,30675.2,62667.14078154778,0
L-1316,331.53976623440934,419.88081553161726,13.545295180576977,26,49881.4,190835.86558261124,0
